ensembl_gene_id	uniprot_gn_id	status
ENSG00000164073	A0A286YFH9	unreviewed
ENSG00000164073	A0A286YFF1	unreviewed
ENSG00000164073	A0A286YFE7	unreviewed
ENSG00000164073	A0A286YFH3	unreviewed
ENSG00000164073	E7ERQ4	unreviewed
ENSG00000164073	A0A286YF51	unreviewed
ENSG00000164073	A0A286YF93	unreviewed
ENSG00000164073	A0A286YEV4	unreviewed
ENSG00000164073	A0A286YFE6	unreviewed
ENSG00000164073	A0A286YFF5	unreviewed
ENSG00000164073	A0A286YF45	unreviewed
ENSG00000164073	A0A286YEW6	unreviewed
ENSG00000164073	A0A286YFG7	unreviewed
ENSG00000164073	A0A286YER2	unreviewed
ENSG00000164073	A0A286YEW7	unreviewed
ENSG00000164073	A0A286YF00	unreviewed
ENSG00000164073	A0A286YFK4	unreviewed
ENSG00000164073	A0A286YEX1	unreviewed
ENSG00000164073	A0A286YF82	unreviewed
ENSG00000164073	A0A286YFJ5	unreviewed
ENSG00000170275	O75718	reviewed
ENSG00000170275	C9JP16	unreviewed
ENSG00000077454	O75427	reviewed
ENSG00000077454	A0A087X197	unreviewed
ENSG00000155324	Q96HH9	reviewed
ENSG00000155324	B7Z4W8	unreviewed
ENSG00000155324	D6RFH3	unreviewed
ENSG00000155324	D6REP5	unreviewed
ENSG00000155324	D6R9P9	unreviewed
ENSG00000155324	E9PD09	unreviewed
ENSG00000173705	O60279	reviewed
ENSG00000166689	Q6IQ23	reviewed
ENSG00000166689	E9PL74	unreviewed
ENSG00000166689	A0A1B0GUN0	unreviewed
ENSG00000166689	E9PIK1	unreviewed
ENSG00000166689	E9PKC0	unreviewed
ENSG00000166689	E9PN45	unreviewed
ENSG00000172775	Q9GZU8	reviewed
ENSG00000172775	Q6P4H7	unreviewed
ENSG00000172775	A0A024R6T8	unreviewed
ENSG00000172775	H3BSY6	unreviewed
ENSG00000172775	H3BP64	unreviewed
ENSG00000172775	H3BQQ6	unreviewed
ENSG00000172775	H3BMX9	unreviewed
ENSG00000172775	H3BTI2	unreviewed
ENSG00000172775	H3BTP8	unreviewed
ENSG00000172775	H3BU93	unreviewed
ENSG00000172775	H3BPF9	unreviewed
ENSG00000172775	H3BPH9	unreviewed
ENSG00000172775	H3BN22	unreviewed
ENSG00000172775	H3BUL4	unreviewed
ENSG00000172775	H3BSF0	unreviewed
ENSG00000196233	Q96JN0	reviewed
ENSG00000106336	O75426	reviewed
ENSG00000106336	A4D2D3	unreviewed
ENSG00000106336	C9J4S8	unreviewed
ENSG00000106336	C9K0U2	unreviewed
ENSG00000106336	F8WC52	unreviewed
ENSG00000153558	Q9UKC9	reviewed
ENSG00000153558	F8WCQ8	unreviewed
ENSG00000153558	F8WC58	unreviewed
ENSG00000153558	F8WBS9	unreviewed
ENSG00000153558	F8WE99	unreviewed
ENSG00000153558	F8WBW7	unreviewed
ENSG00000153558	F8WB01	unreviewed
ENSG00000187122	O75093	reviewed
ENSG00000187122	Q5T0V4	unreviewed
ENSG00000187122	Q5T0V2	unreviewed
ENSG00000187122	Q5T0V0	unreviewed
ENSG00000181035	Q86VD7	reviewed
ENSG00000181035	A0A024R7K2	unreviewed
ENSG00000064545	Q9NX61	reviewed
ENSG00000064545	K7EQ34	unreviewed
ENSG00000064545	K7EPA3	unreviewed
ENSG00000064545	K7EKY7	unreviewed
ENSG00000064545	V9GYP8	unreviewed
ENSG00000064545	K7EQE7	unreviewed
ENSG00000064545	U3KQT6	unreviewed
ENSG00000064545	K7EJK6	unreviewed
ENSG00000110700	P62277	reviewed
ENSG00000110700	J3KMX5	unreviewed
ENSG00000110700	E9PS50	unreviewed
ENSG00000160949	Q96HA7	reviewed
ENSG00000160949	A0A087X1F6	unreviewed
ENSG00000110925	Q9H175	reviewed
ENSG00000110925	F8VTU0	unreviewed
ENSG00000110925	F8W1G8	unreviewed
ENSG00000110925	F8VZY2	unreviewed
ENSG00000110925	F8VVN1	unreviewed
ENSG00000106333	Q15113	reviewed
ENSG00000011405	O00443	reviewed
ENSG00000011405	A0A0C4DGF9	unreviewed
ENSG00000011405	L7RRS0	unreviewed
ENSG00000011405	E9PPP3	unreviewed
ENSG00000106330	O75425	reviewed
ENSG00000106330	F8WF07	unreviewed
ENSG00000106330	C9J3M4	unreviewed
ENSG00000135457	Q12800	reviewed
ENSG00000135457	A0A024R120	unreviewed
ENSG00000135457	F8VX55	unreviewed
ENSG00000135457	F8VWL0	unreviewed
ENSG00000159579	Q96DX4	reviewed
ENSG00000159579	H3BSC7	unreviewed
ENSG00000159579	A0A024R6U0	unreviewed
ENSG00000159579	H3BQG6	unreviewed
ENSG00000159579	H3BQQ7	unreviewed
ENSG00000159579	H3BPL2	unreviewed
ENSG00000164904	P49419	reviewed
ENSG00000164904	F8WD33	unreviewed
ENSG00000164904	A0A1B0GW65	unreviewed
ENSG00000164904	A0A0J9YWF7	unreviewed
ENSG00000164904	A0A1B0GTY9	unreviewed
ENSG00000164904	A0A1B0GW77	unreviewed
ENSG00000164904	A0A1B0GUA1	unreviewed
ENSG00000164904	A0A1B0GV49	unreviewed
ENSG00000164904	A0A1B0GTG2	unreviewed
ENSG00000164904	H0YHM6	unreviewed
ENSG00000164904	F8WDY6	unreviewed
ENSG00000164904	A0A1B0GTJ4	unreviewed
ENSG00000164904	A0A1B0GUY0	unreviewed
ENSG00000164904	F8VVF2	unreviewed
ENSG00000187954	Q6ZMK1	reviewed
ENSG00000187954	E9PN77	unreviewed
ENSG00000187954	E9PPA8	unreviewed
ENSG00000187954	E9PQ42	unreviewed
ENSG00000187954	E9PJD7	unreviewed
ENSG00000106327	Q9UP52	reviewed
ENSG00000106327	E7ET36	unreviewed
ENSG00000102931	Q9Y2Y0	reviewed
ENSG00000102931	A0A024R6U9	unreviewed
ENSG00000102931	H3BU49	unreviewed
ENSG00000184271	A0A1C7CYV8	unreviewed
ENSG00000184271	A0A1C7CYY7	unreviewed
ENSG00000184271	A0A1B0GU61	unreviewed
ENSG00000070081	P80303	reviewed
ENSG00000070081	E9PJP3	unreviewed
ENSG00000070081	Q2L696	unreviewed
ENSG00000070081	E9PM22	unreviewed
ENSG00000070081	E9PLR5	unreviewed
ENSG00000070081	E9PLR0	unreviewed
ENSG00000070081	E9PKG6	unreviewed
ENSG00000070081	A0A1B0GXJ7	unreviewed
ENSG00000070081	E9PRQ3	unreviewed
ENSG00000070081	E9PLE9	unreviewed
ENSG00000070081	A0A2R8Y6G7	unreviewed
ENSG00000213390	Q14CB8	reviewed
ENSG00000213390	R4GNI4	unreviewed
ENSG00000213999	Q02080	reviewed
ENSG00000213999	B3KQ23	unreviewed
ENSG00000213999	A0A024R7N0	unreviewed
ENSG00000213999	A0A024R7K5	unreviewed
ENSG00000213999	C9J4J4	unreviewed
ENSG00000213999	B8ZZJ5	unreviewed
ENSG00000102934	Q9Y342	reviewed
ENSG00000102934	J3QLJ3	unreviewed
ENSG00000102934	A0A087WYE0	unreviewed
ENSG00000102934	H3BN27	unreviewed
ENSG00000102934	A0A024R6T3	unreviewed
ENSG00000102962	O00626	reviewed
ENSG00000167702	Q96AC6	reviewed
ENSG00000167702	A0A2R8YEU8	unreviewed
ENSG00000167702	A0A2R8Y870	unreviewed
ENSG00000183283	Q15038	reviewed
ENSG00000183283	E9PE89	unreviewed
ENSG00000183283	S4R3Q0	unreviewed
ENSG00000183283	F8VUW5	unreviewed
ENSG00000183283	A0A024R110	unreviewed
ENSG00000006210	P78423	reviewed
ENSG00000006210	A0N0N7	unreviewed
ENSG00000006210	H3BSR6	unreviewed
ENSG00000006210	H3BV86	unreviewed
ENSG00000006210	J3QRA1	unreviewed
ENSG00000153560	Q9NZI7	reviewed
ENSG00000153560	A0A024R2J0	unreviewed
ENSG00000153560	F8WEP8	unreviewed
ENSG00000153560	C9JWL3	unreviewed
ENSG00000102970	Q92583	reviewed
ENSG00000115226	Q9H6D8	reviewed
ENSG00000119899	Q9NRA2	reviewed
ENSG00000165879	Q92837	reviewed
ENSG00000064489	H3BNR1	unreviewed
ENSG00000005194	Q6FI81	reviewed
ENSG00000005194	H3BT65	unreviewed
ENSG00000005194	H3BUG4	unreviewed
ENSG00000005194	H3BTZ8	unreviewed
ENSG00000005194	H3BTT4	unreviewed
ENSG00000005194	H3BPG7	unreviewed
ENSG00000005194	H3BQ23	unreviewed
ENSG00000005194	H3BV90	unreviewed
ENSG00000181274	O75474	reviewed
ENSG00000160973	O75593	reviewed
ENSG00000170545	Q0VAQ4	reviewed
ENSG00000170545	S4R405	unreviewed
ENSG00000170545	S4R466	unreviewed
ENSG00000170545	S4R3E1	unreviewed
ENSG00000170545	A0A0A0MRX0	unreviewed
ENSG00000156535	Q6YHK3	reviewed
ENSG00000052749	Q5JTH9	reviewed
ENSG00000052749	A0A087WYW2	unreviewed
ENSG00000052749	A0A087X0G0	unreviewed
ENSG00000052749	H7C1M8	unreviewed
ENSG00000052749	A0A087X1U8	unreviewed
ENSG00000160972	Q96I34	reviewed
ENSG00000160972	A0A087WWZ0	unreviewed
ENSG00000077080	O94805	reviewed
ENSG00000077080	C9JQT4	unreviewed
ENSG00000084734	A0A0C4DFN2	unreviewed
ENSG00000084734	H7C1B4	unreviewed
ENSG00000110934	Q9UBW5	reviewed
ENSG00000110934	S4R418	unreviewed
ENSG00000188211	Q68D85	reviewed
ENSG00000254901	Q96FH0	reviewed
ENSG00000254901	K7ENY0	unreviewed
ENSG00000254901	U3KPZ4	unreviewed
ENSG00000172354	P62879	reviewed
ENSG00000172354	E7EP32	unreviewed
ENSG00000172354	Q6FHM2	unreviewed
ENSG00000172354	C9JZN1	unreviewed
ENSG00000172354	C9JXA5	unreviewed
ENSG00000172354	C9JIS1	unreviewed
ENSG00000187486	E9PPF1	unreviewed
ENSG00000221843	Q68DN1	reviewed
ENSG00000221843	C9JG08	unreviewed
ENSG00000167701	P24298	reviewed
ENSG00000139610	Q9UNI1	reviewed
ENSG00000064490	O14593	reviewed
ENSG00000064490	A0A024R7P0	unreviewed
ENSG00000064490	K7ENE6	unreviewed
ENSG00000064490	H0YFU5	unreviewed
ENSG00000064490	F5GY33	unreviewed
ENSG00000064490	H0YGQ6	unreviewed
ENSG00000064490	H0YFZ0	unreviewed
ENSG00000064490	F5H7D2	unreviewed
ENSG00000064490	A0A024R7M1	unreviewed
ENSG00000243943	Q96ME7	reviewed
ENSG00000243943	G3XAG1	unreviewed
ENSG00000139629	Q8NCL4	reviewed
ENSG00000139629	S4R3L4	unreviewed
ENSG00000139629	S4R3S5	unreviewed
ENSG00000139629	S4R396	unreviewed
ENSG00000139629	S4R3M3	unreviewed
ENSG00000139629	S4R355	unreviewed
ENSG00000139629	S4R310	unreviewed
ENSG00000139629	S4R345	unreviewed
ENSG00000139629	S4R370	unreviewed
ENSG00000139629	S4R3A9	unreviewed
ENSG00000111799	Q99715	reviewed
ENSG00000111799	H0Y991	unreviewed
ENSG00000111799	D6RGG3	unreviewed
ENSG00000111799	A0A087X0A8	unreviewed
ENSG00000111799	H0Y5N9	unreviewed
ENSG00000167700	Q96ES6	reviewed
ENSG00000088682	O75208	reviewed
ENSG00000088682	H3BRC0	unreviewed
ENSG00000088682	H3BPC6	unreviewed
ENSG00000088682	H3BSJ5	unreviewed
ENSG00000088682	H3BVA5	unreviewed
ENSG00000088682	H3BPY0	unreviewed
ENSG00000088682	H3BNT2	unreviewed
ENSG00000088682	H3BPW3	unreviewed
ENSG00000163539	O75122	reviewed
ENSG00000163539	B3KR06	unreviewed
ENSG00000163539	H7C4M5	unreviewed
ENSG00000163539	E7ENG2	unreviewed
ENSG00000163539	A0A0U1RQI6	unreviewed
ENSG00000163539	E7EW49	unreviewed
ENSG00000163539	J3KR49	unreviewed
ENSG00000163539	E7ERI8	unreviewed
ENSG00000163539	D6RBU8	unreviewed
ENSG00000163539	C9J668	unreviewed
ENSG00000163539	E3W994	unreviewed
ENSG00000142657	P52209	reviewed
ENSG00000142657	K7ELN9	unreviewed
ENSG00000142657	K7EJT3	unreviewed
ENSG00000142657	K7EMN2	unreviewed
ENSG00000142657	K7EM49	unreviewed
ENSG00000160957	O94761	reviewed
ENSG00000160957	A0A087X072	unreviewed
ENSG00000160957	A0A087WTJ0	unreviewed
ENSG00000251503	A0A0U1RQL5	unreviewed
ENSG00000251503	A0A087WT10	unreviewed
ENSG00000164074	Q0P651	reviewed
ENSG00000164074	A0A2R8YEZ0	unreviewed
ENSG00000164074	B7WP89	unreviewed
ENSG00000164074	D6RD85	unreviewed
ENSG00000164074	D6RGX5	unreviewed
ENSG00000164902	Q9H814	reviewed
ENSG00000176714	Q6ZUS5	reviewed
ENSG00000176714	E5RHR4	unreviewed
ENSG00000175279	Q8N2Z9	reviewed
ENSG00000175279	A0A0U1RQL5	unreviewed
ENSG00000175279	K7ESB0	unreviewed
ENSG00000241563	O00230	reviewed
ENSG00000160049	O00273	reviewed
ENSG00000160049	K7ERT1	unreviewed
ENSG00000160049	A0A024R4H5	unreviewed
ENSG00000050438	Q2Y0W8	reviewed
ENSG00000006071	Q09428	reviewed
ENSG00000006071	A0A2R8Y6I7	unreviewed
ENSG00000006071	A0A2R8Y6Q0	unreviewed
ENSG00000006071	A0A2R8Y4V0	unreviewed
ENSG00000006071	A0A2R8YDG0	unreviewed
ENSG00000006071	A0A2R8Y5D8	unreviewed
ENSG00000006071	E9PK50	unreviewed
ENSG00000006071	A0A2R8Y4Z4	unreviewed
ENSG00000006071	A0A2R8Y5V4	unreviewed
ENSG00000006071	A0A2R8Y781	unreviewed
ENSG00000006071	A0A2R8Y5I7	unreviewed
ENSG00000006071	A0A2R8YFU3	unreviewed
ENSG00000006071	A0A2R8YGQ6	unreviewed
ENSG00000006071	A0A2R8YEE5	unreviewed
ENSG00000006071	A0A2R8Y7I1	unreviewed
ENSG00000006071	A0A2R8Y698	unreviewed
ENSG00000006071	A0A2R8Y605	unreviewed
ENSG00000006071	A0A2R8YD94	unreviewed
ENSG00000006071	A0A2R8Y475	unreviewed
ENSG00000006071	A0A2R8YDX3	unreviewed
ENSG00000006071	A0A2R8YDG6	unreviewed
ENSG00000006071	A0A2R8YCG4	unreviewed
ENSG00000138709	Q659C4	reviewed
ENSG00000138709	G3V0E9	unreviewed
ENSG00000138709	A0A3B3ISF8	unreviewed
ENSG00000138709	H0Y9B4	unreviewed
ENSG00000138709	D6RJB0	unreviewed
ENSG00000138709	D6R9W6	unreviewed
ENSG00000138709	A0A3B3ISF0	unreviewed
ENSG00000138709	A0A3B3IT29	unreviewed
ENSG00000102978	P19387	reviewed
ENSG00000102978	Q6FGR6	unreviewed
ENSG00000102978	H3BRR2	unreviewed
ENSG00000142655	O75381	reviewed
ENSG00000142655	K7EK59	unreviewed
ENSG00000171314	P18669	reviewed
ENSG00000171314	Q6FHU2	unreviewed
ENSG00000196900	Q6ZNM6	reviewed
ENSG00000198522	Q9HCN4	reviewed
ENSG00000198522	Q53RZ9	unreviewed
ENSG00000198522	F8WD09	unreviewed
ENSG00000146830	O75420	reviewed
ENSG00000184162	Q86WQ0	reviewed
ENSG00000184162	U3KQN8	unreviewed
ENSG00000184162	F5H0B6	unreviewed
ENSG00000184162	U3KQ53	unreviewed
ENSG00000113368	P20700	reviewed
ENSG00000113368	A0A0D9SFE5	unreviewed
ENSG00000113368	A0A0D9SFY5	unreviewed
ENSG00000113368	E9PBF6	unreviewed
ENSG00000171311	Q9Y3B2	reviewed
ENSG00000171311	B1AMU4	unreviewed
ENSG00000171311	B1AMU3	unreviewed
ENSG00000171311	R4GNH9	unreviewed
ENSG00000130940	Q86V15	reviewed
ENSG00000130940	K7EQC6	unreviewed
ENSG00000130287	O14594	reviewed
ENSG00000130287	A0A024R7M3	unreviewed
ENSG00000160959	Q15048	reviewed
ENSG00000160959	E9PRP5	unreviewed
ENSG00000160959	E9PP40	unreviewed
ENSG00000160959	E9PNL0	unreviewed
ENSG00000125170	Q8TEW6	reviewed
ENSG00000125170	H3BTI7	unreviewed
ENSG00000125170	A0A024R6S2	unreviewed
ENSG00000125170	H3BTI4	unreviewed
ENSG00000125170	H3BTK2	unreviewed
ENSG00000125170	H3BV67	unreviewed
ENSG00000125170	H3BSK0	unreviewed
ENSG00000125170	H3BPY9	unreviewed
ENSG00000125170	H3BS85	unreviewed
ENSG00000125170	H3BVB4	unreviewed
ENSG00000125170	H3BQ19	unreviewed
ENSG00000125170	H3BST9	unreviewed
ENSG00000125170	A0A1B0GX86	unreviewed
ENSG00000125170	H3BN90	unreviewed
ENSG00000187664	Q86UW8	reviewed
ENSG00000213996	Q9BZW4	reviewed
ENSG00000173926	Q86UD3	reviewed
ENSG00000175262	G8JLG8	unreviewed
ENSG00000172336	O75817	reviewed
ENSG00000172336	C9JYM0	unreviewed
ENSG00000254402	Q50LG9	reviewed
ENSG00000254402	G3V1D8	unreviewed
ENSG00000130427	P01588	reviewed
ENSG00000130427	G9JKG7	unreviewed
ENSG00000164241	A6NC05	reviewed
ENSG00000164241	U3KPR6	unreviewed
ENSG00000164241	U3KQR4	unreviewed
ENSG00000164241	U3KQB8	unreviewed
ENSG00000164241	U3KQ05	unreviewed
ENSG00000105705	Q8IWZ8	reviewed
ENSG00000105705	B4DVK3	unreviewed
ENSG00000105705	K7ESM0	unreviewed
ENSG00000105705	K7ES12	unreviewed
ENSG00000105705	K7ELR6	unreviewed
ENSG00000105705	V9GZ08	unreviewed
ENSG00000213563	Q6P1X6	reviewed
ENSG00000213563	J3KNI2	unreviewed
ENSG00000171307	Q969W1	reviewed
ENSG00000171307	B1AMU0	unreviewed
ENSG00000171307	B1AMU5	unreviewed
ENSG00000171307	B1AMT9	unreviewed
ENSG00000146839	Q9Y493	reviewed
ENSG00000145794	Q96KG7	reviewed
ENSG00000147799	Q9C0H5	reviewed
ENSG00000164040	O15173	reviewed
ENSG00000164040	U3KQM0	unreviewed
ENSG00000164040	U3KPU8	unreviewed
ENSG00000164040	U3KQ70	unreviewed
ENSG00000196876	Q9UQD0	reviewed
ENSG00000196876	A0A1W2PQI5	unreviewed
ENSG00000196876	F8W0Q0	unreviewed
ENSG00000196876	A0A1B0GVD4	unreviewed
ENSG00000196876	A0A590UK68	unreviewed
ENSG00000196876	A0A590UK43	unreviewed
ENSG00000120948	Q13148	reviewed
ENSG00000120948	G3V162	unreviewed
ENSG00000120948	B1AKP7	unreviewed
ENSG00000120948	A0A0A0MSV7	unreviewed
ENSG00000120948	A0A0A0N0M3	unreviewed
ENSG00000120948	A0A087X260	unreviewed
ENSG00000120948	A0A087WZC9	unreviewed
ENSG00000120948	A0A087WXV3	unreviewed
ENSG00000120948	A0A1W2PNU8	unreviewed
ENSG00000120948	A0A087WX29	unreviewed
ENSG00000120948	A0A024R4E2	unreviewed
ENSG00000120948	A0A087WYY0	unreviewed
ENSG00000120948	K7EJ99	unreviewed
ENSG00000120948	K7EN94	unreviewed
ENSG00000120948	K7EJM5	unreviewed
ENSG00000119760	O94864	reviewed
ENSG00000198169	Q9BRH9	reviewed
ENSG00000077684	Q6IE81	reviewed
ENSG00000077684	D6RAS5	unreviewed
ENSG00000077684	D6RC05	unreviewed
ENSG00000077684	D6RGE7	unreviewed
ENSG00000077684	D6RCS1	unreviewed
ENSG00000077684	D6RBB3	unreviewed
ENSG00000077684	D6RFK0	unreviewed
ENSG00000135736	Q96A19	reviewed
ENSG00000196378	Q8IZ26	reviewed
ENSG00000196378	E9PSD0	unreviewed
ENSG00000196378	A0A0C4DG42	unreviewed
ENSG00000196378	E9PNZ6	unreviewed
ENSG00000159618	Q8IZF4	reviewed
ENSG00000159618	A0A087WZA0	unreviewed
ENSG00000129933	Q9Y6X3	reviewed
ENSG00000129933	V9GYS3	unreviewed
ENSG00000129933	V9GZ52	unreviewed
ENSG00000161016	P62917	reviewed
ENSG00000161016	G3V1A1	unreviewed
ENSG00000161016	E9PKZ0	unreviewed
ENSG00000161016	E9PP36	unreviewed
ENSG00000161016	E9PKU4	unreviewed
ENSG00000163798	Q9BWU0	reviewed
ENSG00000163798	A0A087WWF4	unreviewed
ENSG00000163798	H7C256	unreviewed
ENSG00000163798	A0A087X0M4	unreviewed
ENSG00000164244	Q96M27	reviewed
ENSG00000196411	P54760	reviewed
ENSG00000196411	Q96L35	unreviewed
ENSG00000196411	Q541P7	unreviewed
ENSG00000167491	Q86YP4	reviewed
ENSG00000167491	A0A024R7K7	unreviewed
ENSG00000167491	A0A024R7M6	unreviewed
ENSG00000167491	C9JJK9	unreviewed
ENSG00000167491	V9GYX5	unreviewed
ENSG00000167491	C9JMI3	unreviewed
ENSG00000167491	V9GY85	unreviewed
ENSG00000167491	C9JHD7	unreviewed
ENSG00000167491	C9JGN4	unreviewed
ENSG00000167491	H7C3H1	unreviewed
ENSG00000167491	C9JVY3	unreviewed
ENSG00000205336	Q9Y653	reviewed
ENSG00000205336	H3BNN3	unreviewed
ENSG00000205336	A0A0S2Z517	unreviewed
ENSG00000205336	H3BRI2	unreviewed
ENSG00000205336	H3BSB8	unreviewed
ENSG00000205336	H3BPC0	unreviewed
ENSG00000205336	H3BQ46	unreviewed
ENSG00000205336	H3BVE9	unreviewed
ENSG00000205336	H3BS94	unreviewed
ENSG00000205336	A0A024R6U7	unreviewed
ENSG00000205336	H3BUF5	unreviewed
ENSG00000205336	H3BP67	unreviewed
ENSG00000205336	H3BPA6	unreviewed
ENSG00000205336	H3BSP5	unreviewed
ENSG00000205336	H3BRI7	unreviewed
ENSG00000205336	H3BQJ9	unreviewed
ENSG00000205336	H3BUH2	unreviewed
ENSG00000205336	H3BSN7	unreviewed
ENSG00000205336	H3BUU6	unreviewed
ENSG00000205336	H3BNH4	unreviewed
ENSG00000205336	H3BV84	unreviewed
ENSG00000205336	H3BTH7	unreviewed
ENSG00000205336	H3BVA0	unreviewed
ENSG00000205336	H3BV52	unreviewed
ENSG00000205336	H3BM73	unreviewed
ENSG00000205336	H3BMF8	unreviewed
ENSG00000205336	H3BT88	unreviewed
ENSG00000205336	A0A1B0GX62	unreviewed
ENSG00000205336	H3BSF7	unreviewed
ENSG00000205336	H3BSR1	unreviewed
ENSG00000205336	A0A5F9ZHT7	unreviewed
ENSG00000205336	H3BS14	unreviewed
ENSG00000205336	H3BRB4	unreviewed
ENSG00000205336	H3BRZ4	unreviewed
ENSG00000205336	H3BV72	unreviewed
ENSG00000205336	H3BTK9	unreviewed
ENSG00000205336	H3BRA1	unreviewed
ENSG00000205336	H3BQW4	unreviewed
ENSG00000205336	H3BQZ1	unreviewed
ENSG00000205336	H3BS98	unreviewed
ENSG00000205336	H3BRH0	unreviewed
ENSG00000205336	H3BS54	unreviewed
ENSG00000205336	H3BMY9	unreviewed
ENSG00000205336	H3BQ11	unreviewed
ENSG00000205336	H3BVD3	unreviewed
ENSG00000205336	H3BMC2	unreviewed
ENSG00000205336	H3BTD2	unreviewed
ENSG00000205336	H3BP94	unreviewed
ENSG00000205336	H3BSN3	unreviewed
ENSG00000151466	Q96NL6	reviewed
ENSG00000151466	D6RDM2	unreviewed
ENSG00000151466	D6RBP0	unreviewed
ENSG00000151466	D6RBA6	unreviewed
ENSG00000151466	A0A494C0G8	unreviewed
ENSG00000170248	Q8WUM4	reviewed
ENSG00000170248	F8WDK9	unreviewed
ENSG00000170248	C9IZF9	unreviewed
ENSG00000170248	F8WBR8	unreviewed
ENSG00000170248	F8WEQ7	unreviewed
ENSG00000170248	A0A3B3IT07	unreviewed
ENSG00000243147	O75394	reviewed
ENSG00000243147	F8WF37	unreviewed
ENSG00000112695	H0UI06	unreviewed
ENSG00000112695	D6RIE3	unreviewed
ENSG00000112695	D6RA35	unreviewed
ENSG00000112695	D6R9C3	unreviewed
ENSG00000112695	D6RGV5	unreviewed
ENSG00000178093	Q9BXA6	reviewed
ENSG00000178093	A0A024R7Q5	unreviewed
ENSG00000178093	R4GMZ2	unreviewed
ENSG00000186010	Q9P0J0	reviewed
ENSG00000186010	B4DEZ3	unreviewed
ENSG00000186010	K7EJE1	unreviewed
ENSG00000186010	K7EP87	unreviewed
ENSG00000205279	Q4LDR2	reviewed
ENSG00000171174	Q9H477	reviewed
ENSG00000171174	E9PBU0	unreviewed
ENSG00000171174	E7EQ18	unreviewed
ENSG00000230561	P0DO97	reviewed
ENSG00000277726	G3V162	unreviewed
ENSG00000112697	Q9NV96	reviewed
ENSG00000112697	E5RG19	unreviewed
ENSG00000250067	A6XGL0	reviewed
ENSG00000250067	A0A087WUA6	unreviewed
ENSG00000146828	Q9BXP2	reviewed
ENSG00000146828	C9J0I5	unreviewed
ENSG00000146828	C9JMQ7	unreviewed
ENSG00000146828	F8WEK3	unreviewed
ENSG00000146828	C9JBD8	unreviewed
ENSG00000151470	Q8N1A6	reviewed
ENSG00000151470	D6RIT3	unreviewed
ENSG00000151470	D6RD26	unreviewed
ENSG00000151470	D6RIS3	unreviewed
ENSG00000009724	O00187	reviewed
ENSG00000160161	Q8IUL8	reviewed
ENSG00000160161	K7EPJ4	unreviewed
ENSG00000064651	P55011	reviewed
ENSG00000064651	G3XAL9	unreviewed
ENSG00000064651	Q53ZR1	unreviewed
ENSG00000158019	Q9NXR7	reviewed
ENSG00000158019	C9J2G0	unreviewed
ENSG00000158019	A0A075B7D2	unreviewed
ENSG00000158019	F8W733	unreviewed
ENSG00000116649	P19623	reviewed
ENSG00000116649	K7ESL0	unreviewed
ENSG00000116649	K7EKM4	unreviewed
ENSG00000284730	P0DPE3	reviewed
ENSG00000105717	Q9BYU1	reviewed
ENSG00000105717	H0YL59	unreviewed
ENSG00000261308	A6NMB9	reviewed
ENSG00000167612	Q7Z3H0	reviewed
ENSG00000167612	F8VTQ6	unreviewed
ENSG00000064547	Q9HBW0	reviewed
ENSG00000064547	A0A024R7M9	unreviewed
ENSG00000064547	K7ER68	unreviewed
ENSG00000064547	K7ENG7	unreviewed
ENSG00000064547	K7EJJ9	unreviewed
ENSG00000064547	K7ELJ6	unreviewed
ENSG00000171824	Q01780	reviewed
ENSG00000171824	K7EJ37	unreviewed
ENSG00000139567	P37023	reviewed
ENSG00000139567	D9IPD9	unreviewed
ENSG00000139567	G3V1W8	unreviewed
ENSG00000139567	F8W0N2	unreviewed
ENSG00000139567	E7EN07	unreviewed
ENSG00000139567	A0A0S2Z310	unreviewed
ENSG00000118407	Q7Z7B0	reviewed
ENSG00000118407	A0A075B6G6	unreviewed
ENSG00000089639	Q9P107	reviewed
ENSG00000089639	A0A024R7N1	unreviewed
ENSG00000089639	K7ELE8	unreviewed
ENSG00000089639	K7EQR5	unreviewed
ENSG00000087077	Q15654	reviewed
ENSG00000112701	Q9GZR1	reviewed
ENSG00000112701	F8W6D9	unreviewed
ENSG00000112701	H0Y4F4	unreviewed
ENSG00000112701	D6RJH1	unreviewed
ENSG00000112701	D6RG09	unreviewed
ENSG00000135503	P36896	reviewed
ENSG00000135503	F5H5Q2	unreviewed
ENSG00000197363	Q6ZMY9	reviewed
ENSG00000197363	G3V191	unreviewed
ENSG00000197363	E9PIL1	unreviewed
ENSG00000155229	Q96T76	reviewed
ENSG00000155229	H7C0A9	unreviewed
ENSG00000155229	Q5T454	unreviewed
ENSG00000155229	F8WCH8	unreviewed
ENSG00000155229	B0QZ77	unreviewed
ENSG00000155229	H7C1W5	unreviewed
ENSG00000147789	P17097	reviewed
ENSG00000147789	E9PJZ3	unreviewed
ENSG00000147789	E9PJX9	unreviewed
ENSG00000147789	E9PM16	unreviewed
ENSG00000147789	E9PPK0	unreviewed
ENSG00000147789	F5H290	unreviewed
ENSG00000147789	E9PQI2	unreviewed
ENSG00000147789	E9PIH3	unreviewed
ENSG00000138829	P35556	reviewed
ENSG00000138829	D6REJ2	unreviewed
ENSG00000138829	E9PHW4	unreviewed
ENSG00000138829	D6RJI3	unreviewed
ENSG00000087087	Q9BXP5	reviewed
