ensembl_gene_id	uniprot_gn_id	N.gly	O.gly	signal.peptide
ENSG00000120314	Q9H6Y2	NA	NA	FALSE
ENSG00000120314	G3V1J0	NA	NA	FALSE
ENSG00000120314	D6RGJ8	NA	NA	FALSE
ENSG00000138078	Q4J6C6	NA	NA	FALSE
ENSG00000138078	C9JMT4	NA	NA	FALSE
ENSG00000138078	H7BZP6	NA	NA	FALSE
ENSG00000256453	Q8IYX4	NA	NA	FALSE
ENSG00000090686	Q86UV5	NA	NA	FALSE
ENSG00000090686	E9PRY5	NA	NA	FALSE
ENSG00000090686	E9PJH5	NA	NA	FALSE
ENSG00000090686	E9PJ93	NA	NA	FALSE
ENSG00000090686	E9PJ87	NA	NA	FALSE
ENSG00000090686	A0A0A0MRS6	NA	NA	FALSE
ENSG00000170445	P12081	NA	NA	FALSE
ENSG00000170445	A0A2R8YCI2	NA	NA	FALSE
ENSG00000170445	B4DDD8	NA	NA	FALSE
ENSG00000170445	B4E1C5	NA	NA	FALSE
ENSG00000170445	D6RF05	NA	NA	FALSE
ENSG00000161277	Q8NA92	NA	NA	FALSE
ENSG00000161277	U3KQ16	NA	NA	FALSE
ENSG00000161277	E5RHW1	NA	NA	FALSE
ENSG00000075702	O43379	NA	NA	FALSE
ENSG00000075702	H7C3R4	NA	NA	FALSE
ENSG00000075702	A0A2R8YD43	NA	NA	FALSE
ENSG00000135363	P25791	NA	NA	FALSE
ENSG00000011198	Q8WTS1	NA	NA	FALSE
ENSG00000011198	C9J1D1	NA	NA	FALSE
ENSG00000011198	A0A2R8YG27	NA	NA	FALSE
ENSG00000011198	A0A0S2Z5D6	NA	NA	FALSE
ENSG00000011198	C9JBM3	NA	NA	FALSE
ENSG00000011198	A0A2U3TZT9	NA	NA	FALSE
ENSG00000011198	F8W7B5	NA	NA	FALSE
ENSG00000011198	A0A2R8YEZ7	NA	NA	FALSE
ENSG00000011198	A0A2R8Y7S6	NA	NA	FALSE
ENSG00000011198	A0A2R8YER6	NA	NA	FALSE
ENSG00000135587	O60906	NA	NA	FALSE
ENSG00000141096	Q9H4B8	1	0	TRUE
ENSG00000141096	A0A5F9ZHB4	NA	NA	FALSE
ENSG00000135596	Q8TDZ2	NA	NA	FALSE
ENSG00000135596	Q5TED7	NA	NA	FALSE
ENSG00000167261	Q9H4A9	3	0	TRUE
ENSG00000167261	J3QLL2	NA	NA	TRUE
ENSG00000167261	I3L348	NA	NA	TRUE
ENSG00000167261	J3KSU4	NA	NA	FALSE
ENSG00000167261	I3L4H3	NA	NA	TRUE
ENSG00000135387	Q14444	NA	NA	FALSE
ENSG00000135387	G3V153	NA	NA	FALSE
ENSG00000135387	E9PLA9	NA	NA	FALSE
ENSG00000173769	Q8N9V7	NA	NA	FALSE
ENSG00000105261	O00110	NA	NA	FALSE
ENSG00000105261	A0A0J9YVN9	NA	NA	FALSE
ENSG00000105258	P36954	NA	NA	FALSE
ENSG00000105258	K7ENX4	NA	NA	FALSE
ENSG00000105258	K7EK49	NA	NA	FALSE
ENSG00000105258	K7EKS1	NA	NA	FALSE
ENSG00000257727	Q9Y2B0	NA	NA	TRUE
ENSG00000257727	H0YI18	NA	NA	FALSE
ENSG00000257727	F8VXJ7	NA	NA	TRUE
ENSG00000257727	F8W1K5	NA	NA	FALSE
ENSG00000105254	Q99426	NA	NA	FALSE
ENSG00000105254	K7EQH0	NA	NA	FALSE
ENSG00000105254	A0A494C0X0	NA	NA	FALSE
ENSG00000105254	K7EK42	NA	NA	FALSE
ENSG00000105254	K7EL99	NA	NA	FALSE
ENSG00000105254	K7ER04	NA	NA	FALSE
ENSG00000105254	K7EP07	NA	NA	FALSE
ENSG00000112855	P49590	NA	NA	FALSE
ENSG00000112855	A0A2R8Y5P7	NA	NA	FALSE
ENSG00000112855	D6R9M5	NA	NA	FALSE
ENSG00000112855	A0A2R8Y6I1	NA	NA	FALSE
ENSG00000112855	B4DQ67	NA	NA	FALSE
ENSG00000112855	D6RB22	NA	NA	FALSE
ENSG00000112855	D6RJE6	NA	NA	FALSE
ENSG00000112855	A0A2R8Y4X6	NA	NA	FALSE
ENSG00000112855	A0A2R8Y3N3	NA	NA	FALSE
ENSG00000179152	Q8N3R3	NA	NA	FALSE
ENSG00000179152	A0A0U1RQT4	NA	NA	FALSE
ENSG00000179152	A0A024R2R9	NA	NA	FALSE
ENSG00000167264	Q9NX74	NA	NA	FALSE
ENSG00000167264	A0A024R6Z7	NA	NA	FALSE
ENSG00000167264	I3L4Y9	NA	NA	FALSE
ENSG00000167264	H3BRI6	NA	NA	FALSE
ENSG00000167264	H3BQX4	NA	NA	FALSE
ENSG00000167264	H3BTR3	NA	NA	FALSE
ENSG00000167264	E7EUN9	NA	NA	FALSE
ENSG00000167264	I3L4H0	NA	NA	FALSE
ENSG00000167264	J3QLD5	NA	NA	FALSE
ENSG00000167264	H3BM64	NA	NA	FALSE
ENSG00000167264	I3L0K0	NA	NA	FALSE
ENSG00000167264	I3L1K5	NA	NA	FALSE
ENSG00000167264	H3BMK6	NA	NA	FALSE
ENSG00000167264	H3BSF3	NA	NA	FALSE
ENSG00000135473	Q504Q3	NA	NA	FALSE
ENSG00000135473	F8VXK8	NA	NA	FALSE
ENSG00000187942	Q5SZI1	1	0	TRUE
ENSG00000164117	Q9NRD0	NA	NA	FALSE
ENSG00000164117	A0A0S2Z5D1	NA	NA	FALSE
ENSG00000164117	D6RJ92	NA	NA	FALSE
ENSG00000164117	D6RIC0	NA	NA	FALSE
ENSG00000126247	P04632	NA	NA	FALSE
ENSG00000126247	K7EMQ1	NA	NA	FALSE
ENSG00000126247	K7EKD8	NA	NA	FALSE
ENSG00000126247	K7ELJ7	NA	NA	FALSE
ENSG00000126247	A0A0C4DGQ5	NA	NA	FALSE
ENSG00000126247	A0A075B7C0	NA	NA	TRUE
ENSG00000126247	K7ES78	NA	NA	FALSE
ENSG00000126247	U3KQE2	NA	NA	FALSE
ENSG00000126247	U3KPR7	NA	NA	FALSE
ENSG00000126247	K7EM73	NA	NA	FALSE
ENSG00000142798	P98160	10	7	TRUE
ENSG00000142798	A0A2R8YH07	NA	NA	FALSE
ENSG00000143919	Q7Z624	NA	NA	FALSE
ENSG00000143919	B5MC16	NA	NA	FALSE
ENSG00000143919	B5MC79	NA	NA	FALSE
ENSG00000143919	A0A0C4DGY0	NA	NA	FALSE
ENSG00000112365	O43167	NA	NA	FALSE
ENSG00000155085	Q5TCS8	NA	NA	FALSE
ENSG00000155085	J3KP89	NA	NA	FALSE
ENSG00000155085	E9PPU7	NA	NA	FALSE
ENSG00000155085	E9PPM3	NA	NA	FALSE
ENSG00000164118	Q9C0F1	NA	NA	FALSE
ENSG00000164118	D6RBX1	NA	NA	FALSE
ENSG00000164118	D6RC25	NA	NA	FALSE
ENSG00000164118	D6RGX6	NA	NA	FALSE
ENSG00000138083	O95343	NA	NA	FALSE
ENSG00000135372	Q9H0A0	NA	NA	FALSE
ENSG00000135372	E9PJN6	NA	NA	FALSE
ENSG00000135372	A0A087WV29	NA	NA	FALSE
ENSG00000135372	E9PMU0	NA	NA	FALSE
ENSG00000219073	P08861	1	0	TRUE
ENSG00000219073	A0A0A0MSA6	NA	NA	FALSE
ENSG00000170577	Q9NPC8	NA	NA	FALSE
ENSG00000185219	P59923	NA	NA	FALSE
ENSG00000185219	A0A087X0J9	NA	NA	FALSE
ENSG00000142789	P09093	1	0	TRUE
ENSG00000142789	B1AQ55	NA	NA	FALSE
ENSG00000164120	P15428	NA	NA	FALSE
ENSG00000164120	E9PD69	NA	NA	FALSE
ENSG00000164120	D6RA66	NA	NA	FALSE
ENSG00000164120	D6RHF8	NA	NA	FALSE
ENSG00000164120	E9PBZ2	NA	NA	FALSE
ENSG00000164120	D6RA83	NA	NA	FALSE
ENSG00000068784	Q8N5C6	NA	NA	FALSE
ENSG00000178917	Q6ZMS4	NA	NA	FALSE
ENSG00000178917	A0A3B3ISA9	NA	NA	FALSE
ENSG00000196345	Q9P0L1	NA	NA	FALSE
ENSG00000196345	C9J6L6	NA	NA	FALSE
ENSG00000196345	H7BZE7	NA	NA	FALSE
ENSG00000196345	E7EMM9	NA	NA	FALSE
ENSG00000161281	P24310	NA	NA	FALSE
ENSG00000161281	Q6FGI7	NA	NA	FALSE
ENSG00000161281	U3KQH8	NA	NA	FALSE
ENSG00000161281	K7ER11	NA	NA	FALSE
ENSG00000146007	Q96NC0	NA	NA	FALSE
ENSG00000146007	R4GNG8	NA	NA	FALSE
ENSG00000146007	R4GMX9	NA	NA	FALSE
ENSG00000110944	Q9NPF7	NA	NA	TRUE
ENSG00000263201	A0A0U1RQF7	NA	NA	FALSE
ENSG00000182810	Q9NUL7	NA	NA	FALSE
ENSG00000112367	Q92562	NA	NA	FALSE
ENSG00000196357	Q8N9K5	NA	NA	FALSE
ENSG00000196357	K7ESE2	NA	NA	FALSE
ENSG00000196357	K7EL42	NA	NA	FALSE
ENSG00000171132	Q02156	NA	NA	FALSE
ENSG00000171132	L7RTI5	NA	NA	FALSE
ENSG00000171132	E9PBI2	NA	NA	FALSE
ENSG00000171132	C9JR22	NA	NA	FALSE
ENSG00000070831	P60953	0	2	FALSE
ENSG00000070831	A0A024RAE6	NA	NA	FALSE
ENSG00000070831	A0A024RAA5	NA	NA	FALSE
ENSG00000070831	A0A494C1M1	NA	NA	FALSE
ENSG00000070831	Q5JYX0	NA	NA	FALSE
ENSG00000070831	A0A494BZX6	NA	NA	FALSE
ENSG00000070831	A0A3B3IRV0	NA	NA	FALSE
ENSG00000070831	A0A590UJK8	NA	NA	FALSE
ENSG00000170581	P52630	NA	NA	FALSE
ENSG00000170581	B4DLC8	NA	NA	FALSE
ENSG00000170581	B4DHE0	NA	NA	FALSE
ENSG00000170581	R9QE65	NA	NA	FALSE
ENSG00000170581	A0A494C164	NA	NA	FALSE
ENSG00000170581	G3V319	NA	NA	FALSE
ENSG00000170581	A0A494C0B5	NA	NA	FALSE
ENSG00000170581	A0A494C1L3	NA	NA	FALSE
ENSG00000204970	Q9Y5I3	3	0	TRUE
ENSG00000072736	Q12968	NA	NA	FALSE
ENSG00000072736	F8VPH9	NA	NA	FALSE
ENSG00000072736	B5B2S0	NA	NA	FALSE
ENSG00000072736	B5B2S1	NA	NA	FALSE
ENSG00000072736	H3BRM3	NA	NA	FALSE
ENSG00000072736	H3BU30	NA	NA	FALSE
ENSG00000072736	I3L3K7	NA	NA	FALSE
ENSG00000167635	Q15072	NA	NA	FALSE
ENSG00000145451	O75311	1	0	TRUE
ENSG00000204969	Q9Y5H9	4	0	TRUE
ENSG00000255408	Q9Y5H8	3	0	TRUE
ENSG00000168594	Q9UKF5	9	0	TRUE
ENSG00000168594	D6RHU0	NA	NA	TRUE
ENSG00000168594	D6RBU0	NA	NA	TRUE
ENSG00000148702	Q14520	2	0	TRUE
ENSG00000204967	Q9UN74	4	0	TRUE
ENSG00000204967	A0A087WSW8	NA	NA	TRUE
ENSG00000204967	D6RA20	NA	NA	TRUE
ENSG00000204967	A0A5F9ZHY0	NA	NA	TRUE
ENSG00000144792	Q6AZW8	NA	NA	FALSE
ENSG00000144792	C9J3N9	NA	NA	FALSE
ENSG00000144792	C9J3D4	NA	NA	FALSE
ENSG00000162552	P56705	2	0	TRUE
ENSG00000162552	B1AJZ6	NA	NA	FALSE
ENSG00000204965	Q9Y5H7	2	0	TRUE
ENSG00000197893	Q86VF7	NA	NA	FALSE
ENSG00000197893	A0A0A0MRM2	NA	NA	FALSE
ENSG00000081842	Q9UN73	4	0	TRUE
ENSG00000142065	Q9HCL3	NA	NA	FALSE
ENSG00000142065	K7EM99	NA	NA	FALSE
ENSG00000186448	O14709	NA	NA	FALSE
ENSG00000186448	C9JQH5	NA	NA	FALSE
ENSG00000186448	F8WEU5	NA	NA	FALSE
ENSG00000116016	Q99814	NA	NA	FALSE
ENSG00000116016	C9J9N2	NA	NA	FALSE
ENSG00000166016	Q8N961	NA	NA	FALSE
ENSG00000181007	Q8N141	NA	NA	FALSE
ENSG00000181007	D3Y299	NA	NA	FALSE
ENSG00000184677	Q9NUA8	NA	NA	FALSE
ENSG00000184677	A0A3B3IRZ6	NA	NA	FALSE
ENSG00000184677	F8WAI8	NA	NA	FALSE
ENSG00000184677	B1AKC8	NA	NA	FALSE
ENSG00000204963	Q9UN72	3	0	TRUE
ENSG00000186017	Q969W8	NA	NA	FALSE
ENSG00000186017	B4DRR6	NA	NA	FALSE
ENSG00000186017	C9J2D3	NA	NA	FALSE
ENSG00000186017	K7EQC1	NA	NA	FALSE
ENSG00000186017	C9J6X1	NA	NA	FALSE
ENSG00000204962	Q9Y5H6	3	0	TRUE
ENSG00000150625	P51674	2	0	FALSE
ENSG00000150625	D6R9T7	NA	NA	FALSE
ENSG00000150625	D6RBM6	NA	NA	FALSE
ENSG00000150625	D6RAE4	NA	NA	FALSE
ENSG00000150625	D6RB41	NA	NA	FALSE
ENSG00000150625	D6RIF4	NA	NA	FALSE
ENSG00000150625	D6REJ8	NA	NA	FALSE
ENSG00000150625	D6RFZ3	NA	NA	FALSE
ENSG00000150625	D6R9D2	NA	NA	FALSE
ENSG00000150625	D6RD95	NA	NA	FALSE
ENSG00000150625	D6RD71	NA	NA	FALSE
ENSG00000150625	D6RBH3	NA	NA	FALSE
ENSG00000150625	D6RFY0	NA	NA	FALSE
ENSG00000150625	D6RDV7	NA	NA	FALSE
ENSG00000204961	Q9Y5H5	3	0	TRUE
ENSG00000250120	Q9Y5I2	3	0	TRUE
ENSG00000146360	P46095	3	0	FALSE
ENSG00000146360	F1DAM6	NA	NA	FALSE
ENSG00000169981	P13682	NA	NA	FALSE
ENSG00000169981	C9JGS9	NA	NA	FALSE
ENSG00000169981	C9J011	NA	NA	FALSE
ENSG00000169981	C9JGR2	NA	NA	FALSE
ENSG00000121691	P04040	NA	NA	FALSE
ENSG00000070886	P29322	3	0	TRUE
ENSG00000288635	C9JCI7	NA	NA	FALSE
ENSG00000254004	Q3ZCT1	NA	NA	FALSE
ENSG00000112290	Q92558	NA	NA	FALSE
ENSG00000112290	Q5SZK3	NA	NA	FALSE
ENSG00000112290	Q5SZK4	NA	NA	FALSE
ENSG00000112290	Q5SZK5	NA	NA	FALSE
ENSG00000249158	Q9Y5I1	3	0	TRUE
ENSG00000284701	A6NEH6	NA	NA	FALSE
ENSG00000186020	Q6P280	NA	NA	FALSE
ENSG00000186020	A0A0C4DFR4	NA	NA	FALSE
ENSG00000186020	K7ESA1	NA	NA	FALSE
ENSG00000186020	K7ES80	NA	NA	FALSE
ENSG00000186020	K7EKM0	NA	NA	FALSE
ENSG00000186020	K7ELR0	NA	NA	FALSE
ENSG00000175336	Q13790	1	1	TRUE
ENSG00000250565	Q96A05	NA	NA	FALSE
ENSG00000250565	A0A140VKA8	NA	NA	FALSE
ENSG00000173372	P02745	1	4	TRUE
ENSG00000173372	A0A024RAG6	NA	NA	TRUE
ENSG00000173372	X6RLJ0	NA	NA	TRUE
ENSG00000196653	Q8TBZ5	NA	NA	FALSE
ENSG00000196653	C9JLT3	NA	NA	FALSE
ENSG00000111602	Q9UNS1	NA	NA	FALSE
ENSG00000159189	P02747	0	1	TRUE
ENSG00000159189	A0A024RAA7	NA	NA	TRUE
ENSG00000251664	Q9UN75	3	0	TRUE
ENSG00000251664	A0A5F9ZHG1	NA	NA	TRUE
ENSG00000105989	P09544	1	0	TRUE
ENSG00000105989	C9JUI2	NA	NA	TRUE
ENSG00000105989	F8WDR1	NA	NA	TRUE
ENSG00000105989	A0A3B3ITC9	NA	NA	TRUE
ENSG00000173369	D6R934	NA	NA	TRUE
ENSG00000173369	D6RGJ1	NA	NA	TRUE
ENSG00000173369	A0A0A0MSV6	NA	NA	TRUE
ENSG00000119729	P17081	NA	NA	FALSE
ENSG00000119729	V9HWD0	NA	NA	FALSE
ENSG00000119729	F8WET9	NA	NA	FALSE
ENSG00000119729	H0YB40	NA	NA	FALSE
ENSG00000119729	E5RFZ3	NA	NA	FALSE
ENSG00000161298	Q96SR6	NA	NA	FALSE
ENSG00000161298	A0A1W2PRV3	NA	NA	FALSE
ENSG00000161298	C9JME7	NA	NA	FALSE
ENSG00000161298	K7EK67	NA	NA	FALSE
ENSG00000161298	K7EQ52	NA	NA	FALSE
ENSG00000135374	Q9UKW6	NA	NA	FALSE
ENSG00000135374	A8K443	NA	NA	FALSE
ENSG00000135374	A0A087X1W9	NA	NA	FALSE
ENSG00000186446	Q96CX3	NA	NA	FALSE
ENSG00000150627	Q8IZU2	NA	NA	FALSE
ENSG00000150627	E7ESC9	NA	NA	FALSE
ENSG00000150627	E9PFA2	NA	NA	FALSE
ENSG00000163807	Q96AT1	NA	NA	FALSE
ENSG00000239389	Q9Y5I0	3	0	TRUE
ENSG00000239389	C9JA99	NA	NA	TRUE
ENSG00000001626	P13569	2	0	FALSE
ENSG00000001626	A0A024R730	NA	NA	FALSE
ENSG00000001626	A0A3B3ITW0	NA	NA	FALSE
ENSG00000001626	E7EPB6	NA	NA	FALSE
ENSG00000001626	C9J6L5	NA	NA	FALSE
ENSG00000001626	A0A3B3ITW5	NA	NA	FALSE
ENSG00000001626	A0A3B3IT97	NA	NA	FALSE
ENSG00000197808	Q8TAF7	NA	NA	FALSE
ENSG00000197808	B4DRP8	NA	NA	FALSE
ENSG00000197808	A0A087WVP9	NA	NA	FALSE
ENSG00000197808	X6RBI5	NA	NA	FALSE
ENSG00000197808	K7ESQ5	NA	NA	FALSE
ENSG00000197808	K7EIW1	NA	NA	FALSE
ENSG00000197808	A0A087WV02	NA	NA	FALSE
ENSG00000197808	K7EJM1	NA	NA	FALSE
ENSG00000197808	K7EKL0	NA	NA	FALSE
ENSG00000133216	P29323	4	0	TRUE
ENSG00000133216	Q6NVW1	NA	NA	TRUE
ENSG00000133216	B1AKC9	NA	NA	FALSE
ENSG00000151665	Q07326	NA	NA	FALSE
ENSG00000151665	Q6IB04	NA	NA	FALSE
ENSG00000151665	E5RIN5	NA	NA	FALSE
ENSG00000151665	H7C392	NA	NA	FALSE
ENSG00000151665	F8WEN5	NA	NA	FALSE
ENSG00000163808	Q9NS87	NA	NA	FALSE
ENSG00000163808	C9JKA9	NA	NA	FALSE
ENSG00000163808	D6RCT7	NA	NA	FALSE
ENSG00000163808	F8WC33	NA	NA	FALSE
ENSG00000248383	Q9H158	4	0	TRUE
ENSG00000189042	Q8N184	NA	NA	FALSE
ENSG00000189042	K7EMD5	NA	NA	FALSE
ENSG00000189042	K7ESK1	NA	NA	FALSE
ENSG00000189042	F8WEL6	NA	NA	FALSE
ENSG00000243232	Q9Y5I4	4	0	TRUE
ENSG00000168438	O60508	NA	NA	FALSE
ENSG00000168438	Q5SRN1	NA	NA	FALSE
ENSG00000119878	Q9P021	NA	NA	FALSE
ENSG00000267041	A8MQ14	NA	NA	FALSE
ENSG00000267041	K7EJI8	NA	NA	FALSE
ENSG00000267041	A0A087X0M6	NA	NA	FALSE
ENSG00000135373	Q9NZC4	NA	NA	FALSE
ENSG00000135373	E9PPS9	NA	NA	FALSE
ENSG00000135373	E9PQX0	NA	NA	FALSE
ENSG00000135373	E9PN75	NA	NA	FALSE
ENSG00000135373	E9PQR6	NA	NA	FALSE
ENSG00000171815	Q9Y5F3	5	0	TRUE
ENSG00000112852	Q9Y5E7	4	0	TRUE
ENSG00000112852	A0A096LPA4	NA	NA	FALSE
ENSG00000112852	A0A096LP37	NA	NA	FALSE
ENSG00000112852	A0A096LNX2	NA	NA	FALSE
ENSG00000112852	A0A096LNI2	NA	NA	FALSE
ENSG00000135517	P30301	NA	NA	FALSE
ENSG00000150628	Q8NEY3	NA	NA	FALSE
ENSG00000150628	G5E9Y6	NA	NA	FALSE
ENSG00000150628	H0YA30	NA	NA	FALSE
ENSG00000171150	O75159	NA	NA	FALSE
ENSG00000165806	P55210	NA	NA	FALSE
ENSG00000165806	A0A5F9ZHZ6	NA	NA	FALSE
ENSG00000165806	A0A0A0MRL7	NA	NA	FALSE
ENSG00000165806	Q5SVL2	NA	NA	FALSE
ENSG00000164122	Q8WWX0	NA	NA	FALSE
ENSG00000164122	Q5HYF3	NA	NA	FALSE
ENSG00000164122	D6R9Q2	NA	NA	FALSE
ENSG00000164122	A0A5F9ZHS2	NA	NA	FALSE
ENSG00000215906	A8MY62	NA	NA	FALSE
ENSG00000215906	H0Y608	NA	NA	FALSE
ENSG00000113205	Q9Y5E6	4	0	TRUE
ENSG00000113205	A0A096LPA4	NA	NA	FALSE
ENSG00000197863	Q6PG37	NA	NA	FALSE
ENSG00000197863	E9PQ03	NA	NA	FALSE
ENSG00000197863	E9PL27	NA	NA	FALSE
ENSG00000197863	E9PRR6	NA	NA	FALSE
ENSG00000197863	K7EQ58	NA	NA	FALSE
ENSG00000227868	H3BTG2	NA	NA	TRUE
ENSG00000227868	A0A0D9SG37	NA	NA	FALSE
ENSG00000081818	Q9Y5E5	4	0	TRUE
ENSG00000113209	A0A096LP94	NA	NA	FALSE
ENSG00000135423	Q9UI32	NA	NA	FALSE
ENSG00000135423	G5E9X4	NA	NA	FALSE
ENSG00000135423	E5G745	NA	NA	FALSE
ENSG00000135423	A8K0A6	NA	NA	FALSE
ENSG00000135423	A0A087X004	NA	NA	FALSE
ENSG00000135423	C9J3Q2	NA	NA	FALSE
ENSG00000135423	F8WBL8	NA	NA	FALSE
ENSG00000135423	F8WEU7	NA	NA	FALSE
ENSG00000135423	F8WBC9	NA	NA	FALSE
ENSG00000053328	Q5JXM2	NA	NA	TRUE
ENSG00000113211	A0A096LNH7	NA	NA	FALSE
ENSG00000129128	P61009	1	0	FALSE
ENSG00000113212	Q9Y5E2	4	0	TRUE
ENSG00000203797	Q99489	NA	NA	FALSE
ENSG00000203797	F2Z2E0	NA	NA	FALSE
ENSG00000203797	C9K4X7	NA	NA	FALSE
ENSG00000120322	Q9UN66	3	0	TRUE
ENSG00000004487	O60341	NA	NA	FALSE
ENSG00000004487	R4GMQ1	NA	NA	FALSE
ENSG00000004487	R4GMP9	NA	NA	FALSE
ENSG00000272674	A0A096LP81	NA	NA	FALSE
ENSG00000251247	Q14585	NA	NA	FALSE
ENSG00000251247	K7ESK8	NA	NA	FALSE
ENSG00000251247	A0A1W2PPI4	NA	NA	FALSE
ENSG00000251247	F8W8R5	NA	NA	FALSE
ENSG00000251247	K7EM63	NA	NA	FALSE
ENSG00000251247	E9PLT7	NA	NA	FALSE
ENSG00000251247	K7EQ01	NA	NA	FALSE
ENSG00000251247	K7EKZ8	NA	NA	FALSE
ENSG00000004809	Q86VW1	8	0	FALSE
ENSG00000004809	C9JGT0	NA	NA	FALSE
ENSG00000004809	X6RE50	NA	NA	FALSE
ENSG00000004809	A0A0K0K1K9	NA	NA	FALSE
ENSG00000004809	C9JU94	NA	NA	FALSE
ENSG00000004809	C9JTF8	NA	NA	FALSE
ENSG00000150630	P49767	3	0	TRUE
ENSG00000177839	A0A096LP50	NA	NA	FALSE
ENSG00000180398	Q8NI22	NA	NA	TRUE
ENSG00000180398	C9JTR4	NA	NA	TRUE
ENSG00000180398	A0A3B3IU18	NA	NA	TRUE
ENSG00000180398	H7BZ18	NA	NA	FALSE
ENSG00000120324	Q9UN67	5	0	TRUE
ENSG00000154438	Q8WWH4	NA	NA	FALSE
ENSG00000154438	F8WDQ2	NA	NA	FALSE
ENSG00000154438	C9JP59	NA	NA	FALSE
ENSG00000197479	Q9Y5F2	4	0	TRUE
ENSG00000120328	Q9Y5F1	4	0	TRUE
ENSG00000120328	A0A096LP27	NA	NA	TRUE
ENSG00000155111	Q9BWU1	NA	NA	FALSE
ENSG00000155111	Q5JQZ9	NA	NA	FALSE
ENSG00000155111	F6QTA4	NA	NA	FALSE
ENSG00000187372	Q9Y5F0	3	0	TRUE
ENSG00000120327	Q9Y5E9	6	0	TRUE
ENSG00000185869	Q3KNS6	NA	NA	FALSE
ENSG00000109674	Q8TAT5	NA	NA	FALSE
ENSG00000109674	D6RAV1	NA	NA	FALSE
ENSG00000149089	Q96GX9	NA	NA	FALSE
ENSG00000149089	S4R3D6	NA	NA	FALSE
ENSG00000113248	Q9Y5E8	2	0	TRUE
ENSG00000113248	A0A096LPC0	NA	NA	FALSE
ENSG00000178913	Q15545	NA	NA	FALSE
ENSG00000178913	A0A096LPC3	NA	NA	FALSE
ENSG00000120329	Q9BXI2	NA	NA	FALSE
ENSG00000038002	P20933	2	0	TRUE
ENSG00000038002	H0Y9C7	NA	NA	FALSE
ENSG00000169964	Q69YG0	NA	NA	FALSE
ENSG00000148735	A0A494C1H5	NA	NA	FALSE
ENSG00000148735	A0A494C040	NA	NA	FALSE
ENSG00000148735	A0A0C4DFS9	NA	NA	FALSE
ENSG00000198453	Q3ZCX4	NA	NA	FALSE
ENSG00000198453	C9JLX5	NA	NA	FALSE
ENSG00000198453	K7EL97	NA	NA	FALSE
ENSG00000198453	K7ELK8	NA	NA	FALSE
ENSG00000198453	A0A087WZ84	NA	NA	FALSE
ENSG00000198453	A0A0C4DGP9	NA	NA	FALSE
ENSG00000198453	C9JXQ5	NA	NA	FALSE
ENSG00000198453	C9K0F2	NA	NA	FALSE
ENSG00000198453	A0A087WWI3	NA	NA	FALSE
ENSG00000198453	C9JZ58	NA	NA	FALSE
ENSG00000198453	K7EKY2	NA	NA	FALSE
ENSG00000204956	Q9Y5H4	4	0	TRUE
ENSG00000081853	Q9Y5H1	3	0	TRUE
ENSG00000163810	P49221	NA	NA	FALSE
ENSG00000163810	F8WCU8	NA	NA	FALSE
ENSG00000254245	Q9Y5H0	4	0	TRUE
ENSG00000254245	A0A087WYH2	NA	NA	TRUE
ENSG00000077063	Q8WZ74	NA	NA	FALSE
ENSG00000077063	Q20BG9	NA	NA	FALSE
ENSG00000077063	F8WB16	NA	NA	FALSE
ENSG00000077063	C9JFC9	NA	NA	FALSE
ENSG00000077063	C9JVQ6	NA	NA	FALSE
ENSG00000077063	C9J720	NA	NA	FALSE
ENSG00000254221	Q9Y5G3	5	0	TRUE
ENSG00000169641	Q86V48	NA	NA	FALSE
ENSG00000169641	E5RFK8	NA	NA	FALSE
ENSG00000169641	E5RHU7	NA	NA	FALSE
ENSG00000262576	Q9Y5G9	2	0	TRUE
ENSG00000110435	O00330	NA	NA	FALSE
ENSG00000110435	E9PRI6	NA	NA	FALSE
ENSG00000110435	E9PLU0	NA	NA	FALSE
ENSG00000123505	P17707	NA	NA	FALSE
ENSG00000123505	Q5VXN5	NA	NA	FALSE
ENSG00000123505	F6R5I9	NA	NA	FALSE
ENSG00000123505	A0A5F9ZHD5	NA	NA	FALSE
ENSG00000253910	Q9Y5G2	2	0	TRUE
ENSG00000253485	Q9Y5G8	2	0	TRUE
ENSG00000198924	Q6PJP8	NA	NA	FALSE
ENSG00000262209	Q9Y5G1	3	0	TRUE
ENSG00000253731	Q9Y5G7	4	0	TRUE
ENSG00000253537	Q9Y5G6	2	0	TRUE
ENSG00000197050	Q8TAQ5	NA	NA	FALSE
ENSG00000197050	K7EPG0	NA	NA	FALSE
ENSG00000197050	K7ERS3	NA	NA	FALSE
ENSG00000197050	K7ELF6	NA	NA	FALSE
ENSG00000197050	K7EJW2	NA	NA	FALSE
ENSG00000197050	K7EQC9	NA	NA	FALSE
ENSG00000163812	Q9NYG2	NA	NA	FALSE
ENSG00000163812	H0Y6A5	NA	NA	FALSE
ENSG00000163812	C9JIA9	NA	NA	FALSE
ENSG00000163812	C9JNU5	NA	NA	FALSE
ENSG00000163812	F8W6M3	NA	NA	FALSE
ENSG00000179546	P28221	3	0	FALSE
ENSG00000253953	Q9UN71	2	0	TRUE
ENSG00000196865	Q8NBF2	NA	NA	FALSE
ENSG00000253767	Q9Y5G5	5	0	TRUE
ENSG00000267360	E9PNT4	NA	NA	FALSE
ENSG00000218336	Q9P273	17	0	FALSE
